appid,player_id,game_name,play_time,genres,categories,currency,initial_price,final_price,discount_percent
10680,0,Aliens vs. Predator,14,['Action'],"['Co-op', 'Family Sharing', 'Multi-player', 'Single-player', 'Stats', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']",GBP,999,999,0
11020,0,TrackMania Nations Forever,0,['Racing'],"['Includes level editor', 'Multi-player', 'Single-player']",0,0,0,0
13530,0,Prince of Persia: The Two Thrones,0,"['Action', 'Adventure']","['Family Sharing', 'Partial Controller Support', 'Single-player']",USD,999,999,0
20900,0,The Witcher: Enhanced Edition,20,"['Action', 'RPG']","['Family Sharing', 'Single-player', 'Steam Cloud']",BRL,3499,524,85
21690,0,Resident Evil 5,700,"['Action', 'Adventure']","['Co-op', 'Family Sharing', 'Full controller support', 'Multi-player', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Trading Cards']",BRL,6900,6900,0
24880,0,The Saboteur™,1,"['Action', 'Adventure']","['Family Sharing', 'Single-player']",CAD,1499,1499,0
25620,0,Eschalon: Book 2,0,"['Indie', 'RPG']","['Family Sharing', 'Single-player']",EUR,599,599,0
38400,0,Fallout,0,['RPG'],"['Family Sharing', 'Single-player', 'Steam Cloud']",BRL,1999,1999,0
45450,0,Fortix 2,72,"['Casual', 'Indie']","['Family Sharing', 'Partial Controller Support', 'Single-player', 'Stats', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Trading Cards']",EUR,199,199,0
65790,0,Arma: Cold War Assault,3,"['Action', 'Simulation', 'Strategy']","['Family Sharing', 'Single-player']",EUR,499,499,0
102840,0,Shank 2,212,"['Action', 'Adventure', 'Indie']","['Co-op', 'Family Sharing', 'Full controller support', 'Multi-player', 'Remote Play on TV', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Trading Cards']",EUR,999,999,0
105600,0,Terraria,1039,"['Action', 'Adventure', 'Indie', 'RPG']","['Co-op', 'Family Sharing', 'Full controller support', 'Multi-player', 'Online Co-op', 'Online PvP', 'PvP', 'Remote Play on Phone', 'Remote Play on TV', 'Remote Play on Tablet', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,850,850,0
108600,0,Project Zomboid,188,"['Early Access', 'Indie', 'RPG', 'Simulation']","['Co-op', 'Cross-Platform Multiplayer', 'Family Sharing', 'Multi-player', 'Online Co-op', 'Online PvP', 'Partial Controller Support', 'PvP', 'Remote Play Together', 'Shared/Split Screen', 'Shared/Split Screen Co-op', 'Single-player', 'Steam Trading Cards', 'Steam Workshop']",USD,1999,1999,0
115100,0,Costume Quest,220,"['Adventure', 'Casual', 'RPG']","['Family Sharing', 'Partial Controller Support', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,699,699,0
115110,0,Stacking,138,"['Adventure', 'Indie']","['Family Sharing', 'Partial Controller Support', 'Single-player']",GBP,699,699,0
115200,0,Cossacks II: Napoleonic Wars,36,['Strategy'],"['Family Sharing', 'Multi-player', 'Online PvP', 'PvP', 'Remote Play Together', 'Shared/Split Screen PvP', 'Single-player']",GBP,429,429,0
115210,0,American Conquest,40,['Strategy'],"['Family Sharing', 'Single-player']",GBP,429,429,0
115320,0,PROTOTYPE 2,0,"['Action', 'Adventure']","['Family Sharing', 'Single-player', 'Stats', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']",GBP,1999,1999,0
204360,0,Castle Crashers,91,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']","['Co-op', 'Family Sharing', 'Full controller support', 'Multi-player', 'Online Co-op', 'Online PvP', 'PvP', 'Remote Play Together', 'Remote Play on Phone', 'Remote Play on TV', 'Remote Play on Tablet', 'Shared/Split Screen', 'Shared/Split Screen Co-op', 'Shared/Split Screen PvP', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Trading Cards']",CAD,1699,1699,0
205650,0,The Testament of Sherlock Holmes,276,['Aventura'],"['Cartas Colecionáveis Steam', 'Compartilhamento em família', 'Compat. parcial com controle', 'Conquistas Steam', 'Nuvem Steam', 'Um jogador']",BRL,7500,7500,0
206420,0,Saints Row IV,156,"['Action', 'Adventure']","['Co-op', 'Cross-Platform Multiplayer', 'Family Sharing', 'Full controller support', 'Multi-player', 'Online Co-op', 'Remote Play on TV', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards', 'Steam Workshop']",BRL,9900,9900,0
218620,0,PAYDAY 2,1111,"['Action', 'RPG']","['Co-op', 'Family Sharing', 'Full controller support', 'In-App Purchases', 'Multi-player', 'Online Co-op', 'Remote Play on Phone', 'Remote Play on TV', 'Remote Play on Tablet', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards', 'Tracked Controller Support', 'VR Supported']",GBP,850,850,0
219150,0,Hotline Miami,107,"['Action', 'Indie']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Trading Cards']",CAD,1299,1299,0
221040,0,Resident Evil 6,131,"['Action', 'Adventure']","['Co-op', 'Family Sharing', 'Multi-player', 'Partial Controller Support', 'Remote Play Together', 'Shared/Split Screen', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Trading Cards', 'Valve Anti-Cheat enabled']",EUR,1999,1999,0
230410,0,Warframe,29,"['Action', 'Free To Play', 'RPG']","['Co-op', 'Cross-Platform Multiplayer', 'Full controller support', 'HDR available', 'In-App Purchases', 'Multi-player', 'Online Co-op', 'Remote Play on Phone', 'Remote Play on TV', 'Remote Play on Tablet', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']",0,0,0,0
230650,0,Lords of Football,71,"['Indie', 'Simulation', 'Sports', 'Strategy']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,1279,1279,0
230760,0,DIVO,15,"['Casual', 'Indie']","['Family Sharing', 'Partial Controller Support', 'Single-player']",GBP,399,399,0
230820,0,The Night of the Rabbit,107,"['Adventure', 'Indie']","['Family Sharing', 'Full controller support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,1699,1699,0
230840,0,Daylight,88,"['Action', 'Adventure', 'Casual', 'Indie']","['Captions available', 'Family Sharing', 'Partial Controller Support', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']",GBP,399,399,0
230980,0,Starseed Pilgrim,20,"['Adventure', 'Indie']","['Family Sharing', 'Partial Controller Support', 'Single-player']",GBP,449,449,0
231040,0,Beatbuddy: Tale of the Guardians,2,"['Action', 'Adventure', 'Casual', 'Indie']","['Family Sharing', 'Full controller support', 'Remote Play on TV', 'Single-player', 'Stats', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Trading Cards']",EUR,899,899,0
231140,0,Cities XL Platinum,50,['Simulation'],"['Family Sharing', 'Single-player', 'Steam Cloud']",GBP,899,899,0
231160,0,The Swapper,147,"['Action', 'Adventure', 'Indie']","['Family Sharing', 'Full controller support', 'Remote Play on TV', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']",GBP,1199,1199,0
231200,0,Kentucky Route Zero,0,"['Adventure', 'Indie']","['Captions available', 'Family Sharing', 'Full controller support', 'Remote Play on TV', 'Single-player', 'Steam Achievements', 'Steam Cloud']",GBP,1899,1899,0
231310,0,MirrorMoon EP,246,"['Adventure', 'Indie']","['Co-op', 'Cross-Platform Multiplayer', 'Family Sharing', 'Multi-player', 'Partial Controller Support', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']",GBP,1279,1279,0
231330,0,Deadfall Adventures,265,"['Action', 'Adventure']","['Co-op', 'Family Sharing', 'Multi-player', 'Partial Controller Support', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Trading Cards']",GBP,1799,1799,0
231430,0,Company of Heroes 2,797,['Strategy'],"['Co-op', 'Family Sharing', 'Multi-player', 'Online Co-op', 'Online PvP', 'PvP', 'Single-player', 'Stats', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards', 'Steam Workshop']",GBP,1549,1549,0
231740,0,Knights of Pen and Paper +1,166,"['Indie', 'RPG']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']",GBP,850,850,0
232010,0,Euro Truck Simulator,24,"['Indie', 'Simulation']","['Family Sharing', 'Partial Controller Support', 'Remote Play Together', 'Single-player']",GBP,429,85,80
232050,0,Eador. Masters of the Broken World,181,"['Indie', 'RPG', 'Strategy']","['Co-op', 'Family Sharing', 'Multi-player', 'Remote Play Together', 'Shared/Split Screen Co-op', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,1499,1499,0
232090,0,Killing Floor 2,676,['Action'],"['Co-op', 'Family Sharing', 'Full controller support', 'In-App Purchases', 'Includes level editor', 'Multi-player', 'Online Co-op', 'Online PvP', 'PvP', 'Remote Play on TV', 'Remote Play on Tablet', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled']",GBP,1999,1999,0
232430,0,Gone Home,98,"['Adventure', 'Indie']","['Captions available', 'Commentary available', 'Family Sharing', 'Full controller support', 'Remote Play on TV', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,1279,511,60
232750,0,Mars: War Logs,50,"['Action', 'RPG']","['Family Sharing', 'Full controller support', 'Remote Play on TV', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,449,449,0
232770,0,POSTAL,37,"['Action', 'Indie']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']",0,0,0,0
232790,0,Broken Age,138,"['Adventure', 'Casual', 'Indie']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Cloud', 'Steam Trading Cards']",GBP,1139,1139,0
232890,0,Stronghold Crusader 2,247,"['Simulation', 'Strategy']","['Co-op', 'Family Sharing', 'Includes level editor', 'Multi-player', 'Online Co-op', 'Online PvP', 'PvP', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards', 'Steam Workshop']",GBP,2499,2499,0
232910,0,TrackMania² Stadium,84,"['Racing', 'Sports']","['Family Sharing', 'Includes level editor', 'Multi-player', 'Partial Controller Support', 'Single-player', 'Steam Workshop', 'VR Support']",GBP,859,859,0
232970,0,Thunder Wolves,0,"['Action', 'Casual', 'Indie']","['Co-op', 'Family Sharing', 'Full controller support', 'Multi-player', 'Remote Play Together', 'Remote Play on TV', 'Shared/Split Screen', 'Shared/Split Screen Co-op', 'Single-player', 'Steam Achievements', 'Steam Leaderboards']",GBP,899,899,0
233110,0,Defense Technica,181,"['Indie', 'Strategy']","['Family Sharing', 'Full controller support', 'Remote Play on TV', 'Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Steam Trading Cards']",GBP,1199,1199,0
233130,0,Shadow Warrior,372,"['Action', 'Adventure']","['Captions available', 'Family Sharing', 'Full controller support', 'Remote Play on TV', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,2499,2499,0
233150,0,LUFTRAUSERS,178,"['Action', 'Indie', 'Simulation']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Trading Cards']",GBP,850,850,0
233190,0,Final Exam,282,"['Action', 'Indie']","['Co-op', 'Family Sharing', 'Full controller support', 'Multi-player', 'Online Co-op', 'Remote Play Together', 'Remote Play on TV', 'Shared/Split Screen', 'Shared/Split Screen Co-op', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Trading Cards']",GBP,449,449,0
233210,0,Air Conflicts: Vietnam,114,"['Action', 'Simulation']","['Family Sharing', 'Full controller support', 'Multi-player', 'Remote Play on TV', 'Single-player', 'Steam Achievements', 'Steam Cloud']",GBP,1139,1139,0
233230,0,Kairo,162,"['Adventure', 'Indie']","['Family Sharing', 'Partial Controller Support', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,429,429,0
233290,0,MURDERED: SOUL SUSPECT™,555,"['Action', 'Adventure', 'RPG']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']",GBP,1599,1599,0
233310,0,Avadon 2: The Corruption,4,"['Indie', 'RPG', 'Strategy']","['Family Sharing', 'Single-player', 'Steam Achievements']",GBP,850,850,0
233350,0,Sudeki,210,"['Action', 'Adventure', 'RPG']","['Captions available', 'Family Sharing', 'Partial Controller Support', 'Single-player', 'Steam Cloud', 'Steam Trading Cards']",GBP,499,499,0
233450,0,Prison Architect,168,"['Indie', 'Simulation', 'Strategy']","['Family Sharing', 'Includes level editor', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards', 'Steam Workshop']",GBP,2499,2499,0
233550,0,Another World,0,"['Action', 'Adventure']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Cloud']",GBP,850,850,0
233610,0,Distance,364,"['Action', 'Indie', 'Racing']","['Captions available', 'Cross-Platform Multiplayer', 'Family Sharing', 'Includes level editor', 'Multi-player', 'Online PvP', 'Partial Controller Support', 'PvP', 'Remote Play Together', 'Shared/Split Screen', 'Shared/Split Screen PvP', 'Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Steam Trading Cards', 'Steam Workshop', 'VR Support', 'VR Supported']",GBP,1949,1949,0
233720,0,Surgeon Simulator,310,"['Action', 'Indie', 'Simulation']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,850,850,0
233840,0,Worms Clan Wars,180,['Strategy'],"['Family Sharing', 'Includes level editor', 'Multi-player', 'Partial Controller Support', 'Remote Play Together', 'Shared/Split Screen', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Trading Cards', 'Steam Workshop']",GBP,1899,1899,0
233860,0,Kenshi,187,"['Action', 'Indie', 'RPG', 'Simulation', 'Strategy']","['Family Sharing', 'Includes level editor', 'Single-player', 'Steam Trading Cards', 'Steam Workshop']",GBP,2299,2299,0
233980,0,Unepic,115,"['Action', 'Indie', 'RPG']","['Co-op', 'Family Sharing', 'Includes level editor', 'Multi-player', 'Partial Controller Support', 'Remote Play on Tablet', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",AUD,1850,1850,0
234080,0,Castlevania: Lords of Shadow - Ultimate Edition,0,"['Action', 'Adventure']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Cloud']",AUD,4295,4295,0
234140,0,Mad Max,564,"['Action', 'Adventure']","['Family Sharing', 'Full controller support', 'Remote Play on Phone', 'Remote Play on TV', 'Remote Play on Tablet', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,1599,1599,0
234160,0,Strike Suit Infinity,322,"['Action', 'Indie']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Trading Cards']",GBP,499,499,0
234190,0,Receiver,23,"['Action', 'Indie', 'Simulation']","['Family Sharing', 'Single-player']",AUD,750,750,0
234270,0,Ken Follett's The Pillars of the Earth,186,"['Adventure', 'Casual', 'Indie']","['Family Sharing', 'Full controller support', 'Remote Play on TV', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,1799,1799,0
234290,0,Zack Zero,35,"['Action', 'Adventure', 'Indie']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Trading Cards']",GBP,199,199,0
234310,0,March of War,0,"['Action', 'Free To Play', 'Massively Multiplayer', 'Strategy']","['Co-op', 'Cross-Platform Multiplayer', 'MMO', 'Multi-player', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']",0,0,0,0
234330,0,Marvel Puzzle Quest,0,"['Casual', 'Free To Play', 'RPG', 'Strategy']","['Cross-Platform Multiplayer', 'Multi-player', 'Online PvP', 'PvP', 'Single-player']",0,0,0,0
234350,0,Luxor 2 HD,0,['Casual'],"['Family Sharing', 'Single-player']",GBP,699,699,0
234370,0,Shattered Haven,0,"['Action', 'Adventure', 'Indie']","['Co-op', 'Family Sharing', 'Includes level editor', 'Multi-player', 'Partial Controller Support', 'Remote Play Together', 'Shared/Split Screen', 'Shared/Split Screen Co-op', 'Single-player']",GBP,850,850,0
234390,0,Teleglitch: Die More Edition,52,"['Action', 'Indie']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,1099,1099,0
234490,0,Rush Bros,71,"['Action', 'Indie', 'Racing']","['Cross-Platform Multiplayer', 'Family Sharing', 'Full controller support', 'Multi-player', 'Remote Play Together', 'Shared/Split Screen', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Trading Cards']",GBP,719,719,0
234650,0,Shadowrun Returns,107,"['Adventure', 'Indie', 'RPG', 'Strategy']","['Family Sharing', 'Includes level editor', 'Remote Play on Tablet', 'Single-player', 'Steam Cloud', 'Steam Trading Cards', 'Steam Workshop']",GBP,1279,1279,0
234670,0,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst,32,"['Action', 'Adventure']","['Family Sharing', 'Full controller support', 'Multi-player', 'Online PvP', 'PvP', 'Remote Play Together', 'Shared/Split Screen PvP', 'Single-player', 'Stats', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']",GBP,1499,1499,0
234920,0,Dyscourse,133,"['Adventure', 'Casual', 'Indie', 'Simulation']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']",GBP,1279,1279,0
234940,0,The 39 Steps,235,"['Adventure', 'Casual', 'Indie']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']",AUD,150,150,0
235210,0,Strider,266,"['Action', 'Adventure']","['Family Sharing', 'Full controller support', 'Remote Play on TV', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Trading Cards']",EUR,1499,1499,0
235250,0,Super Sanctum TD,119,"['Casual', 'Indie', 'Strategy']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Trading Cards']",AUD,790,790,0
235360,0,Prime World: Defenders,135,"['Casual', 'Indie', 'RPG', 'Strategy']","['Family Sharing', 'Single-player', 'Stats', 'Steam Achievements', 'Steam Trading Cards']",GBP,699,699,0
235460,0,METAL GEAR RISING: REVENGEANCE,109,['Action'],"['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Cloud']",BRL,4999,4999,0
235540,0,Warhammer: End Times - Vermintide,485,"['Action', 'Indie']","['Captions available', 'Co-op', 'Family Sharing', 'Multi-player', 'Online Co-op', 'Partial Controller Support', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,2499,2499,0
